# CPC Equatorial Upper 300m temperature Average anomaly based on 1981-2010 Climatology, 130E-80W
# Source <a href="">CPC/NCEP</a>
# heat300 [K] temperature averaged to 300m
2012    1     -.28  
2012    2      .16  
2012    3      .40  
2012    4      .67  
2012    5      .67  
2012    6      .71  
2012    7      .73  
2012    8      .69  
2012    9      .40  
2012   10      .31  
2012   11      .15  
2012   12     -.11  
2013    1     -.24  
2013    2     -.05  
2013    3      .13  
2013    4     0.18  
2013    5     0.15  
2013    6     0.31  
2013    7     0.34  
2013    8     0.30  
2013    9     0.40  
2013   10     0.37  
2013   11     0.45  
2013   12     0.33  
2014    1     0.18  
2014    2     0.43  
2014    3     0.93  
2014    4     1.00  
2014    5     0.74  
2014    6     0.31  
2014    7     0.05  
2014    8     0.36  
2014    9     0.55  
2014   10     0.51  
2014   11     0.62  
2014   12     0.50  
2015    1     0.28  
2015    2     0.54  
2015    3     0.85  
2015    4     1.05  
2015    5     1.03  
2015    6     0.87  
2015    7     0.92  
2015    8     0.99  
2015    9     1.04  
2015   10     1.04  
2015   11     0.92  
2015   12     0.58  
2016    1     0.44  
2016    2    -0.04  
2016    3    -0.51  
